,ID
416,1385499041988059136
417,1385498555855654918
418,1385498229945487361
419,1385498135355551745
420,1385498129655554053
421,1385497931642404865
422,1385497636409544705
423,1385497157042458625
424,1385496700630945794
425,1385496458833526784
426,1385496178813411329
427,1385496077441200130
428,1385496068712931328
429,1385495785140154370
430,1385495759882174465
431,1385495486451392514
432,1385540329965690882
433,1385540210683875328
434,1385540112117690373
435,1385539921570529283
436,1385539787919003648
437,1385539311920164868
438,1385538085451046913
439,1385537049403428867
440,1385536972475699200
441,1385536508354981893
442,1385536141609340938
443,1385535688209174534
444,1385535610849431557
445,1385535111588769793
446,1385534928264196104
447,1385534158630383621
448,1385533893365755908
449,1385533785966485505
450,1385533649517301761
451,1385533612892725256
452,1385532912603328513
453,1385532736551546884
454,1385532563402366977
455,1385532104239304707
456,1385531195010650112
457,1385528197232488458
458,1385528091712266249
459,1385527929979895808
460,1385527595496730628
461,1385527405452959746
462,1385527404341252103
463,1385526909321154562
464,1385526816027275265
465,1385526788873363458
466,1385526209686106117
467,1385526201104601092
468,1385526195568078852
469,1385524959624130561
470,1385524937067175938
471,1385524732246872066
472,1385524202208337922
473,1385523317562494977
474,1385522584721055745
475,1385522298996809728
476,1385522004283953152
477,1385521727711498240
478,1385520992798314497
479,1385520468774449152
480,1385520445667962882
481,1385519524884058113
482,1385518938369318915
483,1385518714888482823
484,1385518551507734532
485,1385518491655020545
486,1385518488836403204
487,1385518436462194688
488,1385518172065783808
489,1385518069120790528
490,1385517876098977793
491,1385517650852290563
492,1385517589447680000
493,1385517493892960256
494,1385517286673424387
495,1385517208437026819
496,1385517197095698434
497,1385516748137398276
498,1385516600929898503
499,1385516559171424257
500,1385516320205139972
501,1385516305776668675
502,1385516187740778496
503,1385516066089041921
504,1385516033490886656
505,1385515940838744064
506,1385515855912456193
507,1385515842238963717
508,1385515820483186690
509,1385515785343303687
510,1385515455083732996
511,1385515439443169282
512,1385515396892004353
513,1385515375480111104
514,1385515373382885377
515,1385515370828636163
516,1385515347193720836
517,1385515329816694784
518,1385515259545505792
519,1385515177873870849
520,1385515136291540992
521,1385540383917019138
522,1385540382805533185
523,1385540382579052544
524,1385540379043241990
525,1385540378242142209
526,1385540372940562432
527,1385540372584189957
528,1385540370159718400
529,1385540361511186434
530,1385540358608674817
531,1385540358054940674
532,1385540353864847366
533,1385540350899417097
534,1385540350769393670
535,1385540344859660291
536,1385540342053621769
537,1385540339411218435
538,1385540327952371714
539,1385540327675600899
540,1385540324743794691
541,1385540319421231107
542,1385540319253434368
543,1385540317865070593
544,1385540313293287426
545,1385540313083629569
546,1385540312240562178
547,1385540311951155202
548,1385540310529417218
549,1385540306142044160
550,1385540306016227329
551,1385540301943570435
552,1385540300353916929
553,1385540299917643777
554,1385540299582181376
555,1385540298319691778
556,1385540289968820236
557,1385540287938777089
558,1385540285329858568
559,1385540283970985987
560,1385540283136233476
561,1385540280070275072
562,1385540277742444544
563,1385540273913012224
564,1385540273887858692
565,1385540272478580741
566,1385540272222654468
567,1385540272126267395
568,1385540266635907073
569,1385540266363297794
570,1385540263234338818
571,1385540262353510404
572,1385540262345134080
573,1385540255185444869
574,1385540253918900228
575,1385540248252289027
576,1385540245689495553
577,1385540245374918667
578,1385540245156892674
579,1385540242707415049
580,1385540242678050817
581,1385540240681574403
582,1385540238085292035
583,1385540237988749316
584,1385540234557878278
585,1385540234381692928
586,1385540232062279686
587,1385540229528842240
588,1385540221958164483
589,1385540220871868419
590,1385540218409738241
591,1385540216748838913
592,1385540215998058497
593,1385540214685200386
594,1385540204660871168
595,1385540404641091587
596,1385540402757869569
597,1385540400308318211
598,1385540390074290176
599,1385540388073525252
600,1385540384118382598
601,1385540375771639808
602,1385540374635048963
603,1385540374022606848
604,1385540366141698048
605,1385540362916155397
606,1385540359023849472
607,1385540352929525764
608,1385540340921159683
609,1385540339730063362
610,1385540336072552452
611,1385540328191451139
612,1385540320813719555
613,1385540316401258496
614,1385540305584201728
615,1385540291864657922
616,1385540289289359360
617,1385540279185285121
618,1385540278103076867
619,1385540274454106112
620,1385540268787605506
621,1385540268129013764
622,1385540267973877763
623,1385540263288860674
624,1385540258666893312
625,1385540254552104967
626,1385540245936959489
627,1385540235484794882
628,1385540235031826443
629,1385540225821118465
630,1385540219240214530
631,1385540211828944896
632,1385540209824067585
633,1385540209752768516
634,1385540418482294789
635,1385540413528834048
636,1385540413201649664
637,1385540406142808065
638,1385540405832216576
639,1385540405253611531
640,1385540395321335809
641,1385540389747134464
642,1385540377155805188
643,1385540376258224134
644,1385540368373059591
645,1385540362572230662
646,1385540358474326022
647,1385540353030189059
648,1385540350132035588
649,1385540331404333059
650,1385540328975863811
651,1385540325284880385
652,1385540324936720388
653,1385540305424945157
654,1385540299972235267
655,1385540283249700867
656,1385540279495659521
657,1385540277784309761
658,1385540271400755201
659,1385540267126706179
660,1385540267072266241
661,1385540264169811980
662,1385540246448742404
663,1385540244523552769
664,1385540236671799296
665,1385540231202369536
666,1385540228685778947
667,1385540222319005697
668,1385540220871868419
669,1385540220276416513
670,1385540213783633921
671,1385540211988369413
672,1385540208444071938
673,1385540189997707268
674,1385540187816554504
675,1385540181592199170
676,1385540176362065921
677,1385540171479674882
678,1385540166102790144
679,1385540160624881667
680,1385540158884237316
681,1385540156011077632
682,1385540148599787525
683,1385540147777703941
684,1385540143038173185
685,1385540133311574020
686,1385540127305342976
687,1385540123685658627
688,1385540110406406148
689,1385540105994072065
690,1385540104844808193
691,1385540099593674752
692,1385540099379630083
693,1385540092501004289
694,1385540081952428032
695,1385540079247003650
